Title,KSCdirect Part #,Price,UPC
10MJ-10MB ADJ. 90° Adjustable & O-Ring Fittings 6801-10 HYD ADPT Y-6801-F-,10MJ-10MB90,$3.97,
"12FJX-12MP STR. Adjustable & O-Ring Fittings 6505-12-12,  Y-6505-12-12",12FJX-12MP,$4.11,
"6MJ-8MP 90° Tube Fittings, JIC - SAE 2501-6-8 HYD ADPT 6MJ-8MP90 Y-2501-F-",6MJ-8MP90,$2.45,Y-2501-F-06-08
12FP-12FP Str. Pipe Fittings 5000-12 FEMALE PIPE COUP,12FP-12FP,$2.85,TOMPKI02028
12MJ-16MB STR. Adjustable & O-Ring Fittings 6400-12-16 HYD ADPT Y-6400-12-1,12MJ-16MB,$3.54,
4MJ-4FJX 90° Adjustable & O-Ring Fittings 6500-4 HYD ADPT Y-6500-F-04-04,4MJ-4FJX90,$1.71,
2MP-2FPX STR. Pipe Adapter Unions 1404-2-2 HYD ADPT Y-1404-02-02,2MP-2FPX,$1.07,
16FJX-16MP STR. Adjustable & O-Ring Fittings 6505-16 HYD ADPT Y-6505-16-16,16FJX-16MP,$8.40,Y-6505-16-16
20MP-20FPX STR. Pipe Adapter Unions 1404-20-20 HYD ADPT Y-1404-20-20,20MP-20FPX,$8.99,
12FJX-12FP STR. Adjustable & O-Ring Fittings 6506-12 HYD ADPT Y-6506-12-12,12FJX-12FP,$5.35,
8MB-8MP STR. Adjustable & O-Ring Fittings 6401 8-8 ADAPTER Y-6401-08-08-O,8MB-8MP,$1.70,
10MB-8FPX STR. Adjustable & O-Ring Fittings 6900-10-8 HYD ADPT Y-6900-10-08,10MB-8FPX,$2.66,
30SBM-S MALE SEPTIC,PT 77022,$28.97,
3/8 S-1038 KIM SWIVEL,KIM S-1038,$31.27,
16MJ-16FJX 90° Adjustable  O-Ring Fittings 6500-16 HYD ADPT Y-6500-F-16-16,16MJ-16FJX90,$8.21,Y-6500-F-16-16
"4MJ-2MP STR. Tube Fittings, JIC - SAE 2404-4-2 HYD ADPT Y-2404-04-02",4MJ-2MP,$0.64,
10MB ADJ-8FPX 90° Adjustable & O-Ring Fittings 6901-10-8 HYD ADPT Y-6901-F,10MB-8FPX90,$4.57,
12MB-8FP STR. Adjustable & O-Ring Fittings 6405-12-8 HYD ADPT Y-6405-12-08-,12MB-8FP,$3.08,
12MB ADJ-12FPX 90° Adjustable & O-Ring Fittings 6901-12-12 HYD ADPT Y-6901,12MB-12FPX90,$7.55,
16MP-16FPX 45° Pipe Adapter Unions 1503-16-16 HYD ADPT Y-1503-F-16-16,16MP-16FPX45,$8.16,
10MJ-10MB STR. Adjustable & O-Ring Fittings 6400-10 HYD ADPT Y-6400-10-10-O,10MJ-10MB,$1.47,
"8MJ-8MJ-8MJ TEE Tube Fittings, JIC - SAE 2603-8 Y-2603-F-08-08-08",8MJ-8MJ-8MJ,$3.41,
6MP-6FP 90° Pipe Fittings 5502-6 HYD ADPT Y-5502-F-06-06,6MP-6FP90,$2.50,Y-5502-F-06-06
"8MJ-12MP STR. Tube Fittings, JIC - SAE 2404-8-12 HYD ADPT Y-2404-08-12",8MJ-12MP,$2.17,
CROSS FILTER HEAD ASSY 15 PSI,CRO 2F0015,$59.02,015202886703
8MP-8FPX 45° Pipe Adapter Unions 1503-8-8 HYD ADPT Y-1503-F-08-08,8MP-8FPX45,$3.57,
"8MJ-6MP 90° Tube Fittings, JIC - SAE 2501-8-6 HYD ADPT 8MJ-6MP90 FUI Y-250",8MJ-6MP90,$2.21,
4MJ-4MB STR. Adjustable & O-Ring Fittings 6400-4 HYD ADPT Y-6400-04-04-O,4MJ-4MB,$0.61,
12MB PLUG STR. Adjustable & O-Ring Fittings 6408-12 Y-6408-12-O,12MB,$1.66,
"6MJ-4MP 90° Tube Fittings, JIC - SAE 2501-6-4 HYD ADPT  Y-2501-F-06-04",6MJ-4MP90,$1.42,
6MP-8FPX STR. Pipe Adapter Unions 1404-6-8 HYD ADPT Y-1404-06-08,6MP-8FPX,$5.39,
16MP-16FP 90° Pipe Fittings 5502-16 HYD ADPT FUI Y-5502-F-16-16,16MP-16FP90,$8.87,
8MP-8FP-8FP TEE Pipe Fittings 5602-8 HYD ADPT,8MP-8FP-8FP,$6.12,
12FP-12FPX STR. Pipe Adapter Unions 1405-12-12 HYD ADPT Y-1405-12-12,12FP-12FPX,$3.87,
12FP-12FP-12FP TEE Pipe Fittings 5605-12 HYD ADPT Y-5605-F-12-12-12,12FP-12FP-12FP,$8.03,
10FJX-8FP STR. Adjustable & O-Ring Fittings 6506-10-8 HYD ADPT Y-6506-10-08,10FJX-8FP,$3.68,
"16MJ-16MP 90° Tube Fittings, JIC - SAE 2501-16-16 HYD ADPT Y-2501-F-16-16",16MJ-16MP90,$6.72,
10MB PLUG STR. Adjustable & O-Ring Fittings 6408-10-0 MB Y-6408-10-O,10MB,$1.02,
2404-08-08 SS HYD ADAPTER,8MJ-8MPSS,$11.17,
8Hose Barb-8MP Str. Push On  Brass 4312-8-8 HYD PUSH ON STEM BPO-2272-08-08,8LOC-8RMP,$2.88,BPO-2272-08-08
8MJ-6MB STR. Adjustable & O-Ring Fittings 6400-8-6 HYD ADPT Y-6400-08-06-O,8MJ-6MB,$1.23,
8MJ-12MB STR. Adjustable  O-Ring Fittings 6400-8-12 HYD ADPT Y-6400-08-12-O,8MJ-12MB,$2.14,Y-6400-08-12-O
4FP-4FP-4FP TEE Pipe Fittings 5605-4 HYD FEMALE Y-5605-F-04-04-04,4FP-4FP-4FP,$2.88,
12MJ-12FJX 45° Adjustable & O-Ring Fittings 6502-12 HYD ADPT Y-6502-F-12-1,12MJ-12FJX45,$5.39,
2MP-2FPX 90° Pipe Adapter Unions 1501-2-2 HYD ADPT 2MP-2FPX90,2MP-2FPX90,$1.64,Y-1501-F-02-02
16FP-16FP-16FP TEE Pipe Fittings 5605-16 HYD FEMALE Y-5605-F-16-16-16,16FP-16FP-16FP,$13.05,
20MB-20FP STR. Adjustable & O-Ring Fittings 6405-20-0 HYD ADPT Y-6405-20-20,20MB-20FP,$9.53,Y-6405-20-20-O
8MB-6FP STR. Adjustable & O-Ring Fittings 6405-8-6 HYD ADPT Y-6405-08-06-O,8MB-6FP,$1.58,Y-6405-08-06-O
"16MJ-12MP STR. Tube Fittings, JIC - SAE 2404-16-12 HYD ADPT Y-2404-16-12",16MJ-12MP,$3.43,
20MP-16FP STR. BUSHING Pipe Fittings 5406-20-16 HEX Y-5406-20-16,20MP-16FP,$5.45,
1/2 S-1050 KIM SWIVEL,KIM S-1050,$35.78,
"6MJ-6MJ-6MJ TEE Tube Fittings, JIC - SAE 2603-6 Y-2603-F-06-06-06",6MJ-6MJ-6MJ,$2.20,
10FJX-8MP STR. Adjustable & O-Ring Fittings 6505-10-8 HYD ADPT Y-6505-10-08,10FJX-8MP,$3.15,
"4MJ-4MP 90° Tube Fittings, JIC - SAE 2501-4-4 HYD ADPT 4MJ-4MP90 Y-2501-F-",4MJ-4MP90,$1.32,
"12MJ-12MJ STR. UNION Tube Fittings, JIC - SAE 2403-12 HYD ADPT Y-2403-12-12",12MJ-12MJ,$2.12,
6FP-6FPX STR. Pipe Adapter Unions 1405-6-6 HYD ADPT Y-1405-06-06,6FP-6FPX,$1.82,
"16MJ-20MP STR. Tube Fittings, JIC - SAE 2404-16-20 HYD ADPT Y-2404-16-20",16MJ-20MP,$5.53,
6MP-6FP-6FP TEE Pipe Fittings 5602-6-6 3/8 HYD STREET Y-5602-F-06-06-06,6MP-6FP-6FP,$4.03,Y-5602-F-06-06-06
6MP-8FPX 90° Pipe Adapter Unions 1501-6-8 HYD ADPT D-1501-F-06-08,6MP-8FPX90,$3.49,
4MB-4FPX STR. Adjustable & O-Ring Fittings 6900-4-4 HYD ADPT Y-6900-04-04-O,4MB-4FPX,$1.53,
6801-16-16 ADJ. 90° Adj. & O-Ring Fittings HYD ADPT Y-6801-F-16-16,16MJ-16MB90,$8.14,Y-6801-F-16-16-NWO
6Hose Barb-4MP Str. Push On  Brass 4312-6-4 HYD PUSH ON STEM BPO-2272-06-04,6LOC-4RMP,$1.34,
8MP-8MP 90° Pipe Fittings 5500-8-8 HYD ADPT Y-5500-F-08-08  (FIT),8MP-8MP90,$3.00,
Rusco  1-60SS-F Stainless Steel Screen Spin-Down Filter System,RUS 1-60SS-F FILTER,$67.63,
12MJ-10MB STR. Adjustable & O-Ring Fittings 6400-12-10 HYD ADPT Y-6400-12-1,12MJ-10MB,$2.29,
6MJ-6FJX 45° Adjustable & O-Ring Fittings 6502-6 HYD ADPT Y-6502-F-06-06,6MJ-6FJX45,$2.23,
8FP-8FP 90° Pipe Fittings 5504-8 HYD ADPT Y-5504-F-08-08,8FP-8FP90,$3.92,
6MB-4FP STR. Adjustable & O-Ring Fittings 6405-6-4 HYD ADPT Y-6405-06-04-O,6MB-4FP,$1.34,Y-6405-06-04-O
8MJ-8MB ADJ. 45° Adjustable & O-Ring Fittings 6802-8 HYD ADPT 8MJ-8MB45 Y-,8MJ-8MB45,$3.08,
12MP-16FPX STR. Pipe Adapter Unions 1404-12-16 HYD ADPT Y-1404-12-16,12MP-16FPX,$5.85,Y-1404-12-16
"8MJ-8FP STR. Tube Fittings, JIC - SAE 2405-8-8 HYD ADPT Y-2405-08-08",8MJ-8FP,$2.10,Y-2405-08-08
8MP-12FP STR. REDUCER Pipe Fittings 5405-8-12 HYD ADPT Y-5405-08-12,8MP-12FP,$3.66,
8MP-8FPX-8FPX TEE Pipe Adapter Unions 1601-8-8 HYD ADPT Y-1601-F-08-08-08,8FPX-8FPX-8MP,$6.10,
2MP-4FP STR. REDUCER Pipe Fittings 5405-2-4 PIPE ADAPTER Y-5405-02-04,2MP-4FP,$1.19,Y-5405-02-04
0304-C-06 Import O-Ring Face Seal   Y-OFS-0304-C-06  (Domestic),TOM FF0304-C-06,$1.26,
8MP-6FPX 90° Pipe Adapter Unions 1501-8-6 HYD ADPT Y-1501-F-08-06,8MP-6FPX90,$3.35,
16MP-16FP 45° Pipe Fittings 5503-16 HYD ADPT Y-5503-F-16-16,16MP-16FP45,$9.19,
6506-4 HYD ADPT Y-6506-04-04,4FJX-4FP,$2.21,Y-6506-04-04
4MJ-4MB ADJ. 90° Adjustable & O-Ring Fittings 6801-4 HYD ADPT 4MJ-4MB90 Y-,4MJ-4MB90,$1.70,
4MB ADJ-4FPX 90° Adjustable & O-Ring Fittings 6901-4-4 (D),4MB-4FPX90,$2.82,Y-6901-F-04-04-NWO
"10MJ-8MP 90° Tube Fittings, JIC - SAE 2501-10-8 HYD ADPT Y-2501-F-10-08",10MJ-8MP90,$6.30,Y-2501-F-10-08
4FJX-4MP STR. Adjustable & O-Ring Fittings 6505-4 HYD ADPT Y-6505-04-04,4FJX-4MP,$1.53,
6FJX-4MP STR. Adjustable & O-Ring Fittings 6505-6-4 HYD ADPT Y-6505-06-04,6FJX-4MP,$4.82,
12MP-4FP STR. BUSHING Pipe Fittings 5406-12-4 HEX Y-5406-12-04,12MP-4FP,$1.93,
4MB-4FP STR. Adjustable & O-Ring Fittings 6405-4 HYD ADPT Y-6405-04-04-O,4MB-4FP,$1.29,
12MB-12FPX STR. Adjustable & O-Ring Fittings 6900-12-12 HYD ADPT Y-6900-12-,12MB-12FPX,$4.46,
"4MJ-4MJ STR. UNION Tube Fittings, JIC - SAE 2403-4-4 HYD ADPT FUI Y-2403-04",4MJ-4MJ,$0.61,
90° Adjustable & O-Ring Fittings 6901-8-6 HYD ADPT Y-6901-F-08-06-NWO,8MB-6FPX90,$3.79,
20MB-16FP STR. Adjustable & O-Ring Fittings 6405-20-16 HYD ADPT Y-6405-20-1,20MB-16FP,$6.23,Y-6405-20-16-O
6MB-6FP STR. Adjustable & O-Ring Fittings 6405-6 HYD ADPT Y-6405-06-06-O,6MB-6FP,$1.53,
4MP-4MP 90° Pipe Fittings 5500-4 HYD ADPT Y-5500-F-04-04,4MP-4MP90,$1.63,Y-5500-F-04-04
"12MJ-12FP STR. Tube Fittings, JIC - SAE 2405-12-12 HYD ADPT Y-2405-12-12",12MJ-12FP,$3.30,
ARROW 602 PRESS SNUBBER (SN-250 ENERGY),ARR 602,$12.46,
12MJ-12FJX-12MJ TEE Adjustable & O-Ring Fittings 6602-12 HYD ADPT Y-6602-F-,12MJ-12FJX-12MJ,$7.84,Y-6602-F-12-12-12
4MP-2FP STR. BUSHING Pipe Fittings 5406-4-2 HEX Y-5406-04-02,4MP-2FP,$0.84,Y-5406-04-02
8FJX-6FP STR. Adjustable & O-Ring Fittings 6506-8-6 HYD ADPT Y-6506-08-06,8FJX-6FP,$2.79,Y-6506-08-06
08FOR-08MP,TOM 6404-08-08,$2.14,
8MP-12FPX STR. Pipe Adapter Unions 1404-8-12 HYD ADPT Y-1404-08-12,8MP-12FPX,$4.49,
16MJ-16FJX 45° Adjustable & O-Ring Fittings 6502-16 HYD ADPT Y-6502-F-16-1,16MJ-16FJX45,$9.50,
12MP-8FPX 90° Pipe Adapter Unions 1501-12-8 HYD ADPT Y-1501-F-12-08,12MP-8FPX90,$5.58,
8MJ-6MB ADJ. 90° Adjustable & O-Ring Fittings 6801-8-6 HYD ADPT 8MJ-6MB90,8MJ-6MB90,$2.68,
12MP-8FPX STR. Pipe Adapter Unions 1404-12-8 HYD ADPT Y-1404-12-08,12MP-8FPX,$3.74,
Rusco 2-60SS-F Stainless Steel Screen Spin-Down Filter System,RUS 2-60SS-F FILTER,$148.43,
1A9253 25 MICRON ELEMENT ONLY,CRO 1A9253,$42.34,015202749626
8MP-6FPX STR. Pipe Adapter Unions 1404-8-6 HYD ADPT Y-1404-08-06,8MP-6FPX,$2.41,
"4MJ-6MP STR. Tube Fittings, JIC - SAE 2404-4-6 HYD ADPT Y-2404-04-06",4MJ-6MP,$0.94,
0304-C-08 Import O-Ring Face Seal,TOM FF0304-C-08,$1.58,
10FB-8MP STR. Adjustable & O-Ring Fittings 6404-10-8 HYD ADAPT Y-6404-10-08,10FB-8MP,$2.96,Y-6404-10-08
6MB ADJ-6FPX 45° Adjustable & O-Ring Fittings 6902-6-6 HYD ADPT Y-6902-F-0,6MB-6FPX45,$4.16,Y-6902-F-06-06-NWO
4MP-4FP-4FP TEE Pipe Fittings 5602-4 HYD ADPT Y-5602-F-04-04-04,4MP-4FP-4FP,$2.82,Y-5602-F-04-04-04
"10MJ-10MJ STR. UNION Tube Fittings, JIC - SAE 2403-10 HYD ADPT Y-2403-10-10",10MJ-10MJ,$1.72,Y-2403-10-10
"RD1850-H PRINCE 1/2"" ADJUSTABLE RELIEF VALVE",PRI RD-1850H,$109.52,
10MB ADJ-6FPX 45° Adjustable & O-Ring Fittings 6902-10-6 HYD ADPT Y-6902-F,10MB-6FPX45,$9.50,Y-6902-F-10-06-NWO
4MB PLUG STR. Adjustable & O-Ring Fittings 6408-4 Y-6408-04-O   (D),4MB,$0.41,Y-6408-04-O
2408-06 Import O-Ring Face Seal,TOM FF2408-06,$1.02,
12MP-12FPX 45° Pipe Adapter Unions 1503-12-12 HYD ADPT Y-1503-F-12-12,12MP-12FPX45,$4.94,
1V1701 CROSS PIN KIT - FOR BA SERIES VALVES,CRO 1V1701,$8.42,015202783798
24MP-24FPX STR. Pipe Adapter Unions 1404-24-24 HYD ADPT Y-1404-24-24,24MP-24FPX,$13.48,
Rusco 1-1/2-60-F Polyester Screened Spin-Down Filter,RUS 1.5-60-F FILTER,$81.50,
16FP-16FP STR. Pipe Fittings 5000-16 FEMALE PIPE COUP,16FP-16FP,$5.10,
4MP-2MP STR. Pipe Fittings 5404-4-2 HEX NIPPLE Y-5404-04-02,4MP-2MP,$0.83,
4FP-4FPX STR. Pipe Adapter Unions 1405-4-4 HYD ADPT Y-1405-04-04,4FP-4FPX,$1.70,
12MP-12FP 45 Pipe Fittings 5503-12 HYD ADPT 12MP-12FP45,12MP-12FP45,$5.39,
10MJ-8MB STR. Adjustable & O-Ring Fittings 6400-10-8 HYD ADPT Y-6400-10-08-,10MJ-8MB,$1.64,Y-6400-10-08-O
8MP-8FP STR. REDUCER Pipe Fittings 5405-8 HYD ADPT Y-5405-08-08,8MP-8FP,$3.20,Y-5405-08-08
8MB-6FPX STR. Adjustable & O-Ring Fittings 6900-8-6 HYD ADPT Y-6900-08-06-O,8MB-6FPX,$2.14,
6801-F-12-10-NWO Import Steel Adapter,12MJ-10MB90,$5.34,Y-6801-F-12-10-NWO
"10MJ-12MP STR. Tube Fittings, JIC - SAE 2404-10-12 HYD ADPT Y-2404-10-12",10MJ-12MP,$2.29,
1/4 304 CLAMP ASSEMBLY,"STAUFF SP 213,5 PP DP-AS U W4",$22.66,
16FP-16FPX STR. Pipe Adapter Unions 1405-16-16 HYD ADPT Y-1405-16-16,16FP-16FPX,$5.35,
4MJ-6MB ADJ. 90° Adjustable & O-Ring Fittings 6801-4-6 HYD ADPT Y-6801-F-0,4MJ-6MB90,$2.21,Y-6801-F-04-06-NWO
Hydraulic Coupling Kit,17243,,
5502-02-02 HYD ADPT 2MP-2FP90,2MP-2FP90,$1.59,
NHS-077 PROTEC NYLON SLEEVE,NHS-077,$0.62,TOMPKI03077
RS18030100 WHITE HYD MOTOR,WHI 200300A1010ZAAAA,$561.38,
"Rusco FS-1-1-2-60 1-1/2"" 60 Spin-Down Polyester Replacement Filter",RUS FS-1.5-60,$24.93,
"16MJ-16MJ STR. UNION Tube Fittings, JIC - SAE 2403-16 HYD ADPT Y-2403-16-16",16MJ-16MJ,$3.43,Y-2403-16-16
10MB-8FB STR. Adjustable & O-Ring Fittings 6410-10-8 HYD ADPT Y-6410-10-08-,10MB-8FB,$2.29,Y-6410-10-08-O
12MP-12FP-12FP TEE Pipe Fittings 5602-12 HYD STREET Y-5602-F-12-12-12,12MP-12FP-12FP,$8.80,Y-5602-F-12-12-12
4MJ-6MB STR. Adjustable & O-Ring Fittings 6400-4-6 ADAPTER Y-6400-04-06-O,4MJ-6MB,$0.84,Y-6400-04-06-O
6MJ-6MJ-6FJX TEE Adjustable & O-Ring Fittings 6600-6 HYD ADPT Y-6600-06-06-,6MJ-6MJ-6FJX,$3.01,
16MJ-12MB ADJ. 90° Adjustable & O-Ring Fittings 6801-16-12 HYD ADPT Y-6801,16MJ-12MB90,$7.82,Y-6801-F-16-12-NWO
2408-08 Import O-Ring Face Seal,TOM FF2408-08,$1.31,
12FJX-8MP STR. Adjustable & O-Ring Fittings 6505-12-8 HYD ADPT Y-6505-12-08,12FJX-8MP,$3.89,Y-6505-12-08
6Hose Barb-6MP Str. Push On - Brass 4312-6-6 HYD PUSH ON STEM BPO-2272-06-0,6LOC-6RMP,$1.61,
6FJX-4FP STR. Adjustable & O-Ring Fittings 6506-6-4 HYD ADPT Y-6506-06-04,6FJX-4FP,$2.76,
08MP-08FPX 90,D-1501-08-08,$8.82,
6MJ-4MB STR. Adjustable & O-Ring Fittings 6400-6-4 HYD ADPT Y-6400-06-04-O,6MJ-4MB,$0.86,
0304-C-12 Import O-Ring Face Seal   (Y-OFS-0304-C-12),TOM FF0304-C-12,$3.20,
16MB ADJ-16FPX 90° Adjustable & O-Ring Fittings 6901-16-16 HYD ADPT Y-6901,16MB-16FPX90,$11.01,Y-6901-F-16-16-NWO
"PARKER CAS115D SUPER COIL - 115V (5/8"" ID)",PAR CAS-115D,$63.75,
6MJ-4MB ADJ. 90° Adjustable & O-Ring Fittings 6801-6-4 HYD ADPT FUI Y-6801,6MJ-4MB90,$1.93,
ASP-3-BV 3/8 BRASS BREATHER VENT - FLAT HEAD (BV-38),ARR ASP-3-BV,$1.90,
1/4 S-1025HSS KIM SWIVEL,KIM S-1025,$30.48,
"10MJ-8FP STR. Tube Fittings, JIC - SAE 2405-10-8 HYD ADPT Y-2405-10-08",10MJ-8FP,$2.55,Y-2405-10-08
16MJ-12MB STR. Adjustable & O-Ring Fittings 6400-16-12 HYD ADPT Y-6400-16-1,16MJ-12MB,$3.22,Y-6400-16-12-O
06MP-06FPX 90,D-1501-06-06,$7.13,
1404-8-8-R.031 RESTRICTOR W/1/32 HOLE   Y-1404-F-R-08-08 (031),CRO 1404-8-8-R031,$6.50,
16MB PLUG STR. Adjustable & O-Ring Fittings 6408-16 Y-6408-16-O  (D),16MB,$2.44,Y-6408-16-O
1A9023 25 MICRON ELEMENT ONLY,CRO 1A9023,$11.39,015202748711
6MB ADJ-4FPX 90° Adjustable & O-Ring Fittings 6901-6-4 HYD ADPT Y-6901-F-0,6MB-4FPX90,$2.58,
16FJX-16FP STR. Adjustable & O-Ring Fittings 6506-16 HYD ADPT Y-6506-16-16,16FJX-16FP,$8.78,Y-6506-16-16
"24MJ-24MP STR. Tube Fittings, JIC - SAE 2404-24-24 HYD ADPT Y-2404-24-24",24MJ-24MP,$8.38,
4Z4306 CROSS HANDLE BRACKET,CRO 4Z4306,$7.46,015202868433
RE12080400 White Hydraulic Motor,WHI 505200A3120ZAAAA,$562.63,
4Hose Barb-2MP Str. Push On - Brass 4312-4-2 PUSH ON FITTING BPO-2272-04-02,4LOC-2RMP,$0.99,BPO-2272-04-02
5404-2 HEX NIPPLE 2MP-2MP,2MP-2MP,$0.64,
6MJ-6MB ADJ. 45° Adjustable & O-Ring Fittings 6802-6 HYD ADPT 6MJ-6MB45 Y-,6MJ-6MB45,$2.49,
12MB-8FPX STR. Adjustable & O-Ring Fittings 6900-12-8 HYD ADPT Y-6900-12-08,12MB-8FPX,$3.63,
16MB-16FPX STR. Adjustable & O-Ring Fittings 6900-16 HYD ADPT,16MB-16FPX,$6.72,
12MB ADJ-8FPX 90° Adjustable & O-Ring Fittings 6901-12-8 HYD ADPT Y-6901-F,12MB-8FPX90,$7.17,
2501-08-12 HYD ADPT 8MJ-12MP90,8MJ-12MP90,$3.82,TOMPKI01045
"5MJ-4MP STR. Tube Fittings, JIC - SAE 2404-5-4 HYD ADPT Y-2404-05-04",5MJ-4MP,$2.42,
4HB-2MP 90 Hose Barb Fittings FUI BHB-3109-04-02,TOM 4290-04-02,$2.33,
8FJX-6MP STR. Adjustable & O-Ring Fittings 6505-8-6 HYD ADPT Y-6505-08-06,8FJX-6MP,$2.84,
16MP-12FPX STR. Pipe Adapter Unions 1404-16-12 HYD ADPT Y-1404-16-12,16MP-12FPX,$5.84,Y-1404-16-12
12MJ-8MB STR. Adjustable & O-Ring Fittings 6400-12-8 HYD ADPT Y-6400-12-08-,12MJ-8MB,$2.37,Y-6400-12-08-O
2408-12 Import O-Ring Face Seal,TOM FF2408-12,$2.33,
12MJ-12MB ADJ. 45° Adjustable & O-Ring Fittings 6802-12 HYD ADPT Y-6802-F-,12MJ-12MB45,$5.66,Y-6802-F-12-12-NWO
"12MJ-16MP 90° Tube Fittings, JIC - SAE 2501-12-16 HYD ADPT Y-2501-F-12-16",12MJ-16MP90,$6.68,Y-2501-F-12-16
20MP-20FPX 90° Pipe Adapter Unions 1501-20-20 HYD ADPT Y-1501-F-20-20,20MP-20FPX90,$16.52,
2404-08-08 Import O-Ring Face Seal,TOM FF2404-08-08,$2.09,
2404-06-06 Import O-Ring Face Seal,TOM FF2404-06-06,$1.29,
6MP-4FPX STR. Pipe Adapter Unions 1404-6-4 HYD ADPT Y-1404-06-04,6MP-4FPX,$1.94,Y-1404-06-04
4MJ-4FJX-4MJ TEE Adjustable & O-Ring Fittings 6602-4 HYD Y-6602-F-04-04-04,4MJ-4FJX-4MJ,$2.72,
"8MJ-8MP 45° Tube Fittings, JIC - SAE 2503-8-8 HYD ADPT Y-2503-F-08-08",8MJ-8MP45,$2.87,
8FP-8FPX 90° Pipe Adapter Unions Y-1502-F-08-08 (domestic),8FP-8FPX90,$4.51,Y-1502-F-08-08
4MP-6FPX STR. Pipe Adapter Unions 1404-4-6 HYD ADPT Y-1404-04-06,4MP-6FPX,$1.93,
8MJ-8MJ-8FJX TEE Adjustable & O-Ring Fittings 6600-8 HYD ADPT Y-6600-F-08-0,8MJ-8MJ-8FJX,$4.03,
12MP-6FP STR. BUSHING Pipe Fittings 5406-12-6 HEX Y-5406-12-06,12MP-6FP,$1.91,
6MP-6FP STR. REDUCER Pipe Fittings 5405-6 PIPE ADAPTER Y-5405-06-06,6MP-6FP,$1.82,Y-5405-06-06
"6MJ-6FP STR. Tube Fittings, JIC - SAE 2405-6-6 HYD ADPT Y-2405-06-06",6MJ-6FP,$1.50,
8FJX-8MP 90° Adjustable & O-Ring Fittings 6501-8-8 90 ELL 3/4-16 JIC X 1/2,8MP-8FJX90,$4.32,
RUBBER GASKETS REPLACES REGO 7141M3,FIS MSW4P,$0.45,MEEQUIZZ004
8FP-8FP-8MP Run TEE Pipe Fittings 5604-8 HYD ADPT Y-5604-F-08-08-08,8FP-8FP-8MP,$6.10,
10MB-12FPX STR. Adjustable & O-Ring Fittings 6900-10-12 HYD ADPT Y-6900-10-,10MB-12FPX,$4.03,
"20MJ-16MP STR. Tube Fittings, JIC - SAE 2404-20-16 HYD ADPT Y-2404-20-16",20MJ-16MP,$5.53,
2404-06-04 Import O-Ring Face Seal   sub D-FF2404-06-04,TOM FF2404-06-04,$1.34,
8MB-6FB STR. Adjustable & O-Ring Fittings 6410-8-6 HYD ADPT FUI Y-6410-08-0,8MB-6FB,$1.59,Y-6410-08-06-O
SBA-2 CROSS CONTROL VALVE,CRO SBA-2,$232.00,015202795845
"4MJ-4FP STR. Tube Fittings, JIC - SAE 2405-4-4 HYD ADPT FUI Y-2405-04-04",4MJ-4FP,$1.31,
16MB-12FPX STR. Adjustable & O-Ring Fittings 6900-16-12 HYD ADPT Y-6900-16-,16MB-12FPX,$5.83,
MJIC-6504-08-08 Import O-Ring Face Seal,TOM FF6504-08-08,$3.30,
"RUSCO SS SCREEN 1"" 60 MESH",RUS FS-1-60SS,$20.79,RUSCINZZ006
10MJ-12MB STR. Adjustable & O-Ring Fittings 6400-10-12 HYD ADPT Y-6400-10-1,10MJ-12MB,$2.45,
8MP-12FPX 90° Pipe Adapter Unions 1501-8-12 HYD ADPT 8MP-12FPX90,8MP-12FPX90,$5.58,
16MORFS HEX HEAD PLUG,TOM FF2408-16,$3.74,
16MJ-16FJX-16MJ TEE Adjustable & O-Ring Fittings 6602-16 HYD ADPT Y-6602-F-,16MJ-16FJX-16MJ,$12.68,Y-6602-F-16-16-16
20MJ-20MB STR. Adjustable & O-Ring Fittings 6400-20 HYD ADPT,20MJ-20MB,$6.90,Y-6400-20-20-O
6MP-6MP 90° Pipe Fittings 5500-6 HYD ADPT Y-5500-F-06-06,6MP-6MP90,$2.23,Y-5500-F-06-06
4MP-4FP STR. REDUCER Pipe Fittings 5405-4 PIPE ADAPTER Y-5405-04-04,4MP-4FP,$1.45,
White RE MOTOR - Nickel Plated    (505200A3120ZAAAA),WHI 500200A3120AAAAAN,$562.63,
ST20-0403-N-500 1/4 NATURAL POLY TUBE 500 FOOT ROLL,TUBE POLYE NAT 1/4X500,$54.16,
"FF6802-06-06, Hydraulic Fittings-Steel, 06MORFS-06MOR 45",TOM FF6802-06-06,$3.17,
SRD-H CROSS RELIEF VALVE 125130,CRO SRD-H,$79.29,015202791120
2406-08-06 Import Steel Adapter,8FJ-6MJ,$1.47,Y-2406-08-06
10MJ-12MB ADJ. 90° Adjustable & O-Ring Fittings 6801-10-12 HYD ADPT Y-6801,10MJ-12MB90,$5.75,
"16MJ-16FLH 90° CODE 61 Tube Fittings, JIC - SAE 6890-16-16 HYD ADPT Y-1704",16MJ-16FL90,$23.71,Y-1704-F-61-16-16
6MP-6FPX 45° Pipe Adapter Unions 1503-6-6 HYD ADPT Y-1503-F-06-06,6MP-6FPX45,$2.76,
"6MJ-6MJ 90° Tube Fittings, JIC - SAE D2500-6 HYD ADPT 6MJ-6MJ90",6MJ-6MJ90,$4.10,TOMPKI01501
