Thread Size,Cable Type,Number of Lamps,Temperature Range,RPM,Dimmable,Box Type,Head Type,Enclosure,Wall Thickness,Beam Type,"BORE 
AREA",Packaging Type,Max. Diameter,Minimum Operating Temperature,Models,End Type,Gauge Thickness,Color Temperature,Nominal Size,Hub Size,Inlet Size,Humidity Range,Tensile Strength,Shank Size,MICRONS,Overall Length,Total Harmonic Distortion,Series,Duct Diameter,Housing Width,Flange Width,Price,Voltage Rating,Fixture Type,Hex Size,Motion Sensing,Gauge,Light Color,Low Lead Compliance,Flange Thickness,Rod Size,Sensor Type,Bolt Hole Size,Fan Motor Wattage,Strands,size,Average Life,Mounting Type,Element Material,url,On Hand,Current/Amps,Category,"OPENING 
THRU 
BALL",Insulation Material,Housing Material,Grille Material,Hose Recommend,Nipple Type,Slot Size,Power Rating,Insulated/Non-Insulated,Connection Type,Min. Diameter,Description,Flexibility,Outlet,Operation Type,Number of Pieces,Diameter,Cable Tap,Humidity Sensing,"WIRE 
DIAMETER",Model,Cord Diameter,Details,Connector Type,Thread (Female NPT),For,ELEMENT MATERIAL,Finish,Abrasive Material,Liner Material,Flow GPM,Amperage Rating,Shape,Form,Dielectric Strength,Blow-Off Size,Power Factor,Conduit Size,Capacity,Number of Knockouts,Adhesive Material,Hub Diameter,Timing Range,"VENT 
AREA",Cutout,Cord Size,OPENING,TORQUE,Outlet Size,Feed Type,BODY MATERIAL,Fixture Wattage,Pressure Rating,Short Circuit Current Rating,Tap Quantity,Drive Type,Flow Path,"GASKET 
MATERIAL",Mounting Orientation,Schedule Rating,Max. Pressure (PSI),Opening Pressure,Part Name,Stages Heat,Horse Power,Composition,Number of Heads,Frame,Length,Element Size,GPH,Tongue Size,Supplier,Actuator,Hole Size,Bolt Size,Grille Length,Media,Electrical Ratings,Start Type,Container Size,Volt,Specifications,Number of Hubs,Number of Gangs,"MAX
PSI",Style,Orientation,Number of Cables,Number of Outlets,"FEMALE 
NPT",Cable Openings,Conductor Material,Max. Output,Sones,Specifications Met,Ballast Factor,Phase,Number of Poles,Head Size,Bolt Circle Diameter,Number of Holes,Angle,Construction,Conductor Type,"EPDM REPAIR 
KIT NO",Flow Rate,Terminal Type,Operation Mode,Supplemental Files,Lamp Base Type,Part Type,KSCdirect Part #,Container Type,Body Material,Depth,Length Through Hub,Usable Length,Flammability Rating,Radius,Adapter Size,Voltage,Lamp Wattage,"PIPE 
SIZE",Peak Surge Current,Die Type,Insulation,Diameter - Thread Size,Width,Jacket Color,Control,Housing Finish,Flash Point,Ball Material,Fan Switching,Port Type,Simplex,Bundle Diameter,Number of Ports,Rate Range,RIB COLOR,Tube Size,Roll Length,Manufacturer,Point Size,Family,Lamp Base,Type of Seals,Point Type,TYPE,Number of Jaws,Dimensions,Plug Type,Roll Width,"BORE 
SIZE","MAX 
TORQUE",Max Flow GPM,MESH SIZE,Drive Size,Specific Gravity,Type,Outside Diameter,Max Pressure,Knockout Size,Bolt Material,Stud Size,Bar Length,Operation,Barbs,UPC,Ports,GPM,Pipe Size,Standard Pack,Wire Type,Coupling Recommendation1,Action,Module Type,Spring Type,Grit,Contact Configuration,Stem & Pin Material,Gph,Stages Cool,Min. Pressure (PSI),Material Type,Method of Manufacture,Resistance,AC Cable Size,Actuator Type,Width (In.),Air Flow Rate,Core Diameter,Ballast Type,"REPLACEMENT 
HANDLE",Trade Size,NEMA Rating,Contact Form,"REPAIR 
KIT",Frequency Rating,Legend Color,Ceiling Opening,Coupler Size,Number of Stages,Recommended Torque,Terminal Designations,Disc Material,Maximum Steady Load,THREAD TYPE,Pressure Class,Sensitivity,Bar Width,Coating Thickness,Domestic/Import,Incandescent Equivalent,Measurement System,Mounting,Shell Style,Grille Width,MFG Part #,Time Setting,Lamp Finish,Max. Speed,Load Capacity,Contact Rating,HP,Max. Pressure,Material,Thermostat Type,Class,Lighting Technology,Odor/Scent,"EPDM SEAL 
KIT NO",Pipe Size NPT,Color Rendering Index (CRI),Nominal Discharge Current,Inlet to Outlet Length,Lamp Type,Thread (Male NPT),Operating Cycles,Number of Wires,Cord Length,Tab Size,Display Type,Thread Type,Designation,Tungsten Rating,FITS VALVES,Softgoods Material,Slot Spacing,Jacket Material,Trip Type,Environmental Conditions,"% OPEN 
AREA",Duplex,End Style,Number of Conductors,Horsepower,Adhesion Strength,Inlet,Cover Type,Barrel Type,Depth (In.),Grade,Hand Wheel Diameter,Minimum Starting Temperature,SEAL KIT NO,Power Source,Orifice Size,Top to Inlet Center,Tap Size,Pressure,AC/DC,Conductor Size,Lock Mechanism,Inlet/Outlet,Light Output,Cable Size,Strainer,Size,Housing Height,Wire Size,Actuation Type,Maximum Operating Temperature,Flow,Enclosure Type,Receptacle Type,Operational Mode,Fitting/Connector Type,For Use with,Body Type,Color,Trim Material,Lumens,Seal Material,Max Pressure PSI,Handle Type,Suitable For Use With,Coil Voltage,Height (In.),Main/Run Size,Title,Control Range,Staple Size,Number of Bolt Holes,Housing Length,Backing Material,"MIN-MAX 
DIAMETER",Ballast Load,Insulated,Wattage,Legend,Thickness,Insulation Type,Average Ft,THREAD SIZE,Bend Radius,Cleat Type,Differential,Inside Diameter,End Connection Type,Use with,Barrel Size,image,Min Diameter,Height,Hub Type,ELEMENT SIZE,Run Size,Cable Entry Size,Temperature Rating,Working Pressure,Band Material,Connection,Interrupt Rating,"HOLE 
SIZE","FITS 
SS"
,,,,,,,,,,,,,,,,,,,7/8-14,,,,,,,,,6408,,,,$1.02,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/10MB/TOMPKINS%2BINDUSTRIES%2BINC_10MB%2BPLUG%2BSTR.%2BAdjustable%2B%2526%2BO-Ring%2BFittings%2B6408-10-0%2BMB%2BY-6408-10-O,54,,Hydraulics,,,,,,,,,,,,10MB PLUG STR. Adjustable & O-Ring Fittings 6408-10-0 MB Y-6408-10-O,,,,,,,,,,,"Description
Tompkins® Pipe Plug, Hex Head, Series: 6408, 7/8-14 Nominal, Male O-Ring, Steel, Import
Standards/Approval:
SAE 090109A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Hex Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,6408-10,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male O-Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10MB PLUG STR. Adjustable & O-Ring Fittings 6408-10-0 MB Y-6408-10-O,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=10MB&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/4-16 x 1/2-14,,,,,,,,,SS-2404,,,,$11.17,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/8MJ-8MPSS/TOMPKINS%2BINDUSTRIES%2BINC_2404-08-08%2BSS%2BHYD%2BADAPTER,63,,Hydraulics,,,,,,,,,,,,2404-08-08 SS HYD ADAPTER,,,,,,,,,,,"Description
Tompkins® JIC to Pipe Adapter, Straight, Series: SS-2404, 3/4-16 x 1/2-14 Nominal, 37 deg Male JIC x MNPT, Stainless Steel, Import
Standards/Approval:
MS 51500
SAE 070102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MJ-8MPSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,SS-2404-08-08-FG,,,,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Male JIC x MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404-08-08 SS HYD ADAPTER,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=8MJ-8MPSS&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1/2 in x 1/2-14,,,,,,,,,4312,,,,$2.88,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/8LOC-8RMP/TOMPKINS%2BINDUSTRIES%2BINC_8Hose%2BBarb-8MP%2BStr.%2BPush%2BOn%2B%2BBrass%2B4312-8-8%2BHYD%2BPUSH%2BON%2BSTEM%2BBPO-2272-08-08,74,,Hydraulics,,,,,,,,,,,,8Hose Barb-8MP Str. Push On  Brass 4312-8-8 HYD PUSH ON STEM BPO-2272-08-08,,,,,,,,,,,"Description
Tompkins® Push-On Barb to Pipe Adapter, Straight, Series: 4312, Adapter Fitting/Connector, 1/2 in x 1/2-14 Nominal, Hose Barb x MNPT End Style, Brass, Import
Standards/Approval:
PROP65: This Product Can Expose You To Chemicals Including Lead, Which Is Known To The State Of California To Cause Cancer, Birth Defects, Or Other Reproductive Harm. For More Information, Go To Www.p65warnings.ca.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8LOC-8RMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,BPO-2272-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,4312-08-08,,,,,,,,Brass,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hose Barb x MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adapter,,,,,,,,,,,,,8Hose Barb-8MP Str. Push On  Brass 4312-8-8 HYD PUSH ON STEM BPO-2272-08-08,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=8LOC-8RMP&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/4-16 x 9/16-18,,,,,,,,,6400,,,,$1.23,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/8MJ-6MB/TOMPKINS%2BINDUSTRIES%2BINC_8MJ-6MB%2BSTR.%2BAdjustable%2B%2526%2BO-Ring%2BFittings%2B6400-8-6%2BHYD%2BADPT%2BY-6400-08-06-O,59,,Hydraulics,,,,,,,,,,,,8MJ-6MB STR. Adjustable & O-Ring Fittings 6400-8-6 HYD ADPT Y-6400-08-06-O,,,,,,,,,,,"Description
Tompkins® JIC to O-Ring Adapter, Straight, Series: 6400, 3/4-16 x 9/16-18 Nominal, 37 deg Male JIC x Male O-Ring, Steel, Import
Standards/Approval:
MS 51525
SAE 070120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MJ-6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,6400-08-06,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Male JIC x Male O-Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MJ-6MB STR. Adjustable & O-Ring Fittings 6400-8-6 HYD ADPT Y-6400-08-06-O,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=8MJ-6MB&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/4-16 x 1-1/16-12,,,,,,,,,6400,,,,$2.14,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/8MJ-12MB/TOMPKINS%2BINDUSTRIES%2BINC_8MJ-12MB%2BSTR.%2BAdjustable%2B%2BO-Ring%2BFittings%2B6400-8-12%2BHYD%2BADPT%2BY-6400-08-12-O,72,,Hydraulics,,,,,,,,,,,,8MJ-12MB STR. Adjustable  O-Ring Fittings 6400-8-12 HYD ADPT Y-6400-08-12-O,,,,,,,,,,,"Description
Tompkins® JIC to O-Ring Adapter, Straight, Series: 6400, 3/4-16 x 1-1/16-12 Nominal, 37 deg Male JIC x Male O-Ring, Steel, Import
Standards/Approval:
MS 51525
SAE 070120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MJ-12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,Y-6400-08-12-O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,6400-08-12,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Male JIC x Male O-Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MJ-12MB STR. Adjustable  O-Ring Fittings 6400-8-12 HYD ADPT Y-6400-08-12-O,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=8MJ-12MB&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1/4-18,,,,,,,,,5605,,,,$2.88,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/4FP-4FP-4FP/TOMPKINS%2BINDUSTRIES%2BINC_4FP-4FP-4FP%2BTEE%2BPipe%2BFittings%2B5605-4%2BHYD%2BFEMALE%2BY-5605-F-04-04-04,49,,Hydraulics,,,,,,,,,,,,4FP-4FP-4FP TEE Pipe Fittings 5605-4 HYD FEMALE Y-5605-F-04-04-04,,,,,,,,,,,"Description
Tompkins® Pipe Tee, Series: 5605, 1/4-18 Nominal, FNPT, Steel, Import
Standards/Approval:
SAE 140438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FP-4FP-4FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,5605-04-04-04,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FP-4FP-4FP TEE Pipe Fittings 5605-4 HYD FEMALE Y-5605-F-04-04-04,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=4FP-4FP-4FP&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-1/16-12,,,,,,,,,6502,,,,$5.39,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/12MJ-12FJX45/TOMPKINS%2BINDUSTRIES%2BINC_12MJ-12FJX%2B45%25C2%25B0%2BAdjustable%2B%2526%2BO-Ring%2BFittings%2B6502-12%2BHYD%2BADPT%2BY-6502-F-12-1,33,,Hydraulics,,,,,,,,,,,,12MJ-12FJX 45° Adjustable & O-Ring Fittings 6502-12 HYD ADPT Y-6502-F-12-1,,,,,,,,,,,"Description
Tompkins® JIC Elbow, Series: 6502, 1-1/16-12 Nominal, 37 deg Male JIC x Female JIC Swivel, 45 deg, Steel, Import
Standards/Approval:
MS 51522
SAE 070321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 deg,,,,,,,,,,12MJ-12FJX45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,6502-12-12,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Male JIC x Female JIC Swivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12MJ-12FJX 45° Adjustable & O-Ring Fittings 6502-12 HYD ADPT Y-6502-F-12-1,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=12MJ-12FJX45&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1/8-27,,,,,,,,,1501,,,,$1.64,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/2MP-2FPX90/TOMPKINS%2BINDUSTRIES%2BINC_2MP-2FPX%2B90%25C2%25B0%2BPipe%2BAdapter%2BUnions%2B1501-2-2%2BHYD%2BADPT%2B2MP-2FPX90,83,,Hydraulics,,,,,,,,,,,,2MP-2FPX 90° Pipe Adapter Unions 1501-2-2 HYD ADPT 2MP-2FPX90,,,,,,,,,,,"Description
Tompkins® Pipe Elbow, Series: 1501, 1/8-27 Nominal, MNPT x Female Pipe Swivel, 90 deg, Steel, Import
Standards/Approval:
SAE 140230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 deg,,,,,,,,,,2MP-2FPX90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,Y-1501-F-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,1501-02-02,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT x Female Pipe Swivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2MP-2FPX 90° Pipe Adapter Unions 1501-2-2 HYD ADPT 2MP-2FPX90,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=2MP-2FPX90&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-11-1/2,,,,,,,,,5605,,,,$13.05,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/16FP-16FP-16FP/TOMPKINS%2BINDUSTRIES%2BINC_16FP-16FP-16FP%2BTEE%2BPipe%2BFittings%2B5605-16%2BHYD%2BFEMALE%2BY-5605-F-16-16-16,45,,Hydraulics,,,,,,,,,,,,16FP-16FP-16FP TEE Pipe Fittings 5605-16 HYD FEMALE Y-5605-F-16-16-16,,,,,,,,,,,"Description
Tompkins® Pipe Tee, Series: 5605, 1-11-1/2 Nominal, FNPT, Steel, Import
Standards/Approval:
SAE 140438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16FP-16FP-16FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,5605-16-16-16,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16FP-16FP-16FP TEE Pipe Fittings 5605-16 HYD FEMALE Y-5605-F-16-16-16,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=16FP-16FP-16FP&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-5/8-12 x 1-1/4-11-1/2,,,,,,,,,6405,,,,$9.53,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/20MB-20FP/TOMPKINS%2BINDUSTRIES%2BINC_20MB-20FP%2BSTR.%2BAdjustable%2B%2526%2BO-Ring%2BFittings%2B6405-20-0%2BHYD%2BADPT%2BY-6405-20-20,43,,Hydraulics,,,,,,,,,,,,20MB-20FP STR. Adjustable & O-Ring Fittings 6405-20-0 HYD ADPT Y-6405-20-20,,,,,,,,,,,"Description
Tompkins® O-Ring to Pipe Adapter, Straight, Series: 6405, 1-5/8-12 x 1-1/4-11-1/2 Nominal, Male O-Ring x FNPT End Style, Steel, Import",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20MB-20FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,Y-6405-20-20-O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,6405-20-20,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male O-Ring x FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20MB-20FP STR. Adjustable & O-Ring Fittings 6405-20-0 HYD ADPT Y-6405-20-20,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=20MB-20FP&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/4-16 x 3/8-18,,,,,,,,,6405,,,,$1.58,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/8MB-6FP/TOMPKINS%2BINDUSTRIES%2BINC_8MB-6FP%2BSTR.%2BAdjustable%2B%2526%2BO-Ring%2BFittings%2B6405-8-6%2BHYD%2BADPT%2BY-6405-08-06-O,61,,Hydraulics,,,,,,,,,,,,8MB-6FP STR. Adjustable & O-Ring Fittings 6405-8-6 HYD ADPT Y-6405-08-06-O,,,,,,,,,,,"Description
Tompkins® O-Ring to Pipe Adapter, Straight, Series: 6405, 3/4-16 x 3/8-18 Nominal, Male O-Ring x FNPT End Style, Steel, Import",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MB-6FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,Y-6405-08-06-O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,6405-08-06,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male O-Ring x FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MB-6FP STR. Adjustable & O-Ring Fittings 6405-8-6 HYD ADPT Y-6405-08-06-O,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=8MB-6FP&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-5/16-12 x 3/4-14,,,,,,,,,2404,,,,$3.43,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/16MJ-12MP/TOMPKINS%2BINDUSTRIES%2BINC_16MJ-12MP%2BSTR.%2BTube%2BFittings%252C%2BJIC%2B-%2BSAE%2B2404-16-12%2BHYD%2BADPT%2BY-2404-16-12,45,,Hydraulics,,,,,,,,,,,,"16MJ-12MP STR. Tube Fittings, JIC - SAE 2404-16-12 HYD ADPT Y-2404-16-12",,,,,,,,,,,"Description
Tompkins® JIC to Pipe Adapter, Straight, Series: 2404, 1-5/16-12 x 3/4-14 Nominal, 37 deg Male JIC x MNPT, Steel, Import
Standards/Approval:
MS 51500
SAE 070102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16MJ-12MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,2404-16-12,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Male JIC x MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16MJ-12MP STR. Tube Fittings, JIC - SAE 2404-16-12 HYD ADPT Y-2404-16-12",,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=16MJ-12MP&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-1/4-11-1/2 x 1-11-1/2,,,,,,,,,5406,,,,$5.45,,,0.48 in,,,,,,,,,,,,,,,https://kscdirect.com/item/20MP-16FP/TOMPKINS%2BINDUSTRIES%2BINC_20MP-16FP%2BSTR.%2BBUSHING%2BPipe%2BFittings%2B5406-20-16%2BHEX%2BY-5406-20-16,45,,Hydraulics,,,,,,,,,,,,20MP-16FP STR. BUSHING Pipe Fittings 5406-20-16 HEX Y-5406-20-16,,,,,,,,,,,"Description
Tompkins® Pipe Reducer Bushing, Hex Straight, Series: 5406, 1-1/4-11-1/2 x 1-11-1/2 Nominal, MNPT x FNPT, 0.48 in Hex, 1.47 in Length, Steel, Import
Standards/Approval:
SAE 140140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47 in,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20MP-16FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Hex Straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,5406-20-16,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT x FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20MP-16FP STR. BUSHING Pipe Fittings 5406-20-16 HEX Y-5406-20-16,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=20MP-16FP&mdx=300,,,,,,,,,,,,,
