Thread Size,Cable Type,Number of Lamps,Temperature Range,RPM,Dimmable,Box Type,Head Type,Enclosure,Wall Thickness,Beam Type,"BORE 
AREA",Packaging Type,Max. Diameter,Minimum Operating Temperature,Models,End Type,Gauge Thickness,Color Temperature,Nominal Size,Hub Size,Inlet Size,Humidity Range,Tensile Strength,Shank Size,MICRONS,Overall Length,Total Harmonic Distortion,Series,Duct Diameter,Housing Width,Flange Width,Price,Voltage Rating,Fixture Type,Hex Size,Motion Sensing,Gauge,Light Color,Low Lead Compliance,Flange Thickness,Rod Size,Sensor Type,Bolt Hole Size,Fan Motor Wattage,Strands,size,Average Life,Mounting Type,Element Material,url,On Hand,Current/Amps,Category,"OPENING 
THRU 
BALL",Insulation Material,Housing Material,Grille Material,Hose Recommend,Nipple Type,Slot Size,Power Rating,Insulated/Non-Insulated,Connection Type,Min. Diameter,Description,Flexibility,Outlet,Operation Type,Number of Pieces,Diameter,Cable Tap,Humidity Sensing,"WIRE 
DIAMETER",Model,Cord Diameter,Details,Connector Type,Thread (Female NPT),For,ELEMENT MATERIAL,Finish,Abrasive Material,Liner Material,Flow GPM,Amperage Rating,Shape,Form,Dielectric Strength,Blow-Off Size,Power Factor,Conduit Size,Capacity,Number of Knockouts,Adhesive Material,Hub Diameter,Timing Range,"VENT 
AREA",Cutout,Cord Size,OPENING,TORQUE,Outlet Size,Feed Type,BODY MATERIAL,Fixture Wattage,Pressure Rating,Short Circuit Current Rating,Tap Quantity,Drive Type,Flow Path,"GASKET 
MATERIAL",Mounting Orientation,Schedule Rating,Max. Pressure (PSI),Opening Pressure,Part Name,Stages Heat,Horse Power,Composition,Number of Heads,Frame,Length,Element Size,GPH,Tongue Size,Supplier,Actuator,Hole Size,Bolt Size,Grille Length,Media,Electrical Ratings,Start Type,Container Size,Volt,Specifications,Number of Hubs,Number of Gangs,"MAX
PSI",Style,Orientation,Number of Cables,Number of Outlets,"FEMALE 
NPT",Cable Openings,Conductor Material,Max. Output,Sones,Specifications Met,Ballast Factor,Phase,Number of Poles,Head Size,Bolt Circle Diameter,Number of Holes,Angle,Construction,Conductor Type,"EPDM REPAIR 
KIT NO",Flow Rate,Terminal Type,Operation Mode,Supplemental Files,Lamp Base Type,Part Type,KSCdirect Part #,Container Type,Body Material,Depth,Length Through Hub,Usable Length,Flammability Rating,Radius,Adapter Size,Voltage,Lamp Wattage,"PIPE 
SIZE",Peak Surge Current,Die Type,Insulation,Diameter - Thread Size,Width,Jacket Color,Control,Housing Finish,Flash Point,Ball Material,Fan Switching,Port Type,Simplex,Bundle Diameter,Number of Ports,Rate Range,RIB COLOR,Tube Size,Roll Length,Manufacturer,Point Size,Family,Lamp Base,Type of Seals,Point Type,TYPE,Number of Jaws,Dimensions,Plug Type,Roll Width,"BORE 
SIZE","MAX 
TORQUE",Max Flow GPM,MESH SIZE,Drive Size,Specific Gravity,Type,Outside Diameter,Max Pressure,Knockout Size,Bolt Material,Stud Size,Bar Length,Operation,Barbs,UPC,Ports,GPM,Pipe Size,Standard Pack,Wire Type,Coupling Recommendation1,Action,Module Type,Spring Type,Grit,Contact Configuration,Stem & Pin Material,Gph,Stages Cool,Min. Pressure (PSI),Material Type,Method of Manufacture,Resistance,AC Cable Size,Actuator Type,Width (In.),Air Flow Rate,Core Diameter,Ballast Type,"REPLACEMENT 
HANDLE",Trade Size,NEMA Rating,Contact Form,"REPAIR 
KIT",Frequency Rating,Legend Color,Ceiling Opening,Coupler Size,Number of Stages,Recommended Torque,Terminal Designations,Disc Material,Maximum Steady Load,THREAD TYPE,Pressure Class,Sensitivity,Bar Width,Coating Thickness,Domestic/Import,Incandescent Equivalent,Measurement System,Mounting,Shell Style,Grille Width,MFG Part #,Time Setting,Lamp Finish,Max. Speed,Load Capacity,Contact Rating,HP,Max. Pressure,Material,Thermostat Type,Class,Lighting Technology,Odor/Scent,"EPDM SEAL 
KIT NO",Pipe Size NPT,Color Rendering Index (CRI),Nominal Discharge Current,Inlet to Outlet Length,Lamp Type,Thread (Male NPT),Operating Cycles,Number of Wires,Cord Length,Tab Size,Display Type,Thread Type,Designation,Tungsten Rating,FITS VALVES,Softgoods Material,Slot Spacing,Jacket Material,Trip Type,Environmental Conditions,"% OPEN 
AREA",Duplex,End Style,Number of Conductors,Horsepower,Adhesion Strength,Inlet,Cover Type,Barrel Type,Depth (In.),Grade,Hand Wheel Diameter,Minimum Starting Temperature,SEAL KIT NO,Power Source,Orifice Size,Top to Inlet Center,Tap Size,Pressure,AC/DC,Conductor Size,Lock Mechanism,Inlet/Outlet,Light Output,Cable Size,Strainer,Size,Housing Height,Wire Size,Actuation Type,Maximum Operating Temperature,Flow,Enclosure Type,Receptacle Type,Operational Mode,Fitting/Connector Type,For Use with,Body Type,Color,Trim Material,Lumens,Seal Material,Max Pressure PSI,Handle Type,Suitable For Use With,Coil Voltage,Height (In.),Main/Run Size,Title,Control Range,Staple Size,Number of Bolt Holes,Housing Length,Backing Material,"MIN-MAX 
DIAMETER",Ballast Load,Insulated,Wattage,Legend,Thickness,Insulation Type,Average Ft,THREAD SIZE,Bend Radius,Cleat Type,Differential,Inside Diameter,End Connection Type,Use with,Barrel Size,image,Min Diameter,Height,Hub Type,ELEMENT SIZE,Run Size,Cable Entry Size,Temperature Rating,Working Pressure,Band Material,Connection,Interrupt Rating,"HOLE 
SIZE","FITS 
SS"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$59.02,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/CRO%2B2F0015/CROSS%2BMANUFACTURING%2BINC_CROSS%2BFILTER%2BHEAD%2BASSY%2B15%2BPSI,9,,Hydraulics,,,,,,,,,,,,CROSS FILTER HEAD ASSY 15 PSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS MANUFACTURING INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRO 2F0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS MANUFACTURING INC,,,,,,,,,,,,,,,,,,,,,,,,,,015202886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2F0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS FILTER HEAD ASSY 15 PSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1/2-14,,,,,,,,,1503,,,,$3.57,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/8MP-8FPX45/TOMPKINS%2BINDUSTRIES%2BINC_8MP-8FPX%2B45%25C2%25B0%2BPipe%2BAdapter%2BUnions%2B1503-8-8%2BHYD%2BADPT%2BY-1503-F-08-08,81,,Hydraulics,,,,,,,,,,,,8MP-8FPX 45° Pipe Adapter Unions 1503-8-8 HYD ADPT Y-1503-F-08-08,,,,,,,,,,,"Description
Tompkins® Pipe Elbow, Series: 1503, 1/2-14 Nominal, MNPT x Female Pipe Swivel, 45 deg, Steel, Import
Standards/Approval:
SAE 140330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 deg,,,,,,,,,,8MP-8FPX45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,1503-08-08,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT x Female Pipe Swivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MP-8FPX 45° Pipe Adapter Unions 1503-8-8 HYD ADPT Y-1503-F-08-08,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=8MP-8FPX45&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/4-16 x 3/8-18,,,,,,,,,2501,,,,$2.21,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/8MJ-6MP90/TOMPKINS%2BINDUSTRIES%2BINC_8MJ-6MP%2B90%25C2%25B0%2BTube%2BFittings%252C%2BJIC%2B-%2BSAE%2B2501-8-6%2BHYD%2BADPT%2B8MJ-6MP90%2BFUI%2BY-250,137,,Hydraulics,,,,,,,,,,,,"8MJ-6MP 90° Tube Fittings, JIC - SAE 2501-8-6 HYD ADPT 8MJ-6MP90 FUI Y-250",,,,,,,,,,,"Description
Tompkins® JIC to Pipe Elbow, Series: 2501, 3/4-16 x 3/8-18 Nominal, 37 deg Male JIC x MNPT, 90 deg, Steel, Import
Standards/Approval:
MS 51504
SAE 070202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 deg,,,,,,,,,,8MJ-6MP90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,2501-08-06,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Male JIC x MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8MJ-6MP 90° Tube Fittings, JIC - SAE 2501-8-6 HYD ADPT 8MJ-6MP90 FUI Y-250",,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=8MJ-6MP90&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,7/16-20,,,,,,,,,6400,,,,$0.61,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/4MJ-4MB/TOMPKINS%2BINDUSTRIES%2BINC_4MJ-4MB%2BSTR.%2BAdjustable%2B%2526%2BO-Ring%2BFittings%2B6400-4%2BHYD%2BADPT%2BY-6400-04-04-O,152,,Hydraulics,,,,,,,,,,,,4MJ-4MB STR. Adjustable & O-Ring Fittings 6400-4 HYD ADPT Y-6400-04-04-O,,,,,,,,,,,"Description
Tompkins® JIC to O-Ring Adapter, Straight, Series: 6400, 7/16-20 Nominal, 37 deg Male JIC x Male O-Ring, Steel, Import
Standards/Approval:
MS 51525
SAE 070120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4MJ-4MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,6400-04-04,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Male JIC x Male O-Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4MJ-4MB STR. Adjustable & O-Ring Fittings 6400-4 HYD ADPT Y-6400-04-04-O,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=4MJ-4MB&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-1/16-12,,,,,,,,,6408,,,,$1.66,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/12MB/TOMPKINS%2BINDUSTRIES%2BINC_12MB%2BPLUG%2BSTR.%2BAdjustable%2B%2526%2BO-Ring%2BFittings%2B6408-12%2BY-6408-12-O,81,,Hydraulics,,,,,,,,,,,,12MB PLUG STR. Adjustable & O-Ring Fittings 6408-12 Y-6408-12-O,,,,,,,,,,,"Description
Tompkins® Pipe Plug, Hex Head, Series: 6408, 1-1/16-12 Nominal, Male O-Ring, Steel, Import
Standards/Approval:
SAE 090109A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Hex Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,6408-12,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male O-Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12MB PLUG STR. Adjustable & O-Ring Fittings 6408-12 Y-6408-12-O,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=12MB&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,9/16-18 x 1/4-18,,,,,,,,,2501,,,,$1.42,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/6MJ-4MP90/TOMPKINS%2BINDUSTRIES%2BINC_6MJ-4MP%2B90%25C2%25B0%2BTube%2BFittings%252C%2BJIC%2B-%2BSAE%2B2501-6-4%2BHYD%2BADPT%2B%2BY-2501-F-06-04,78,,Hydraulics,,,,,,,,,,,,"6MJ-4MP 90° Tube Fittings, JIC - SAE 2501-6-4 HYD ADPT  Y-2501-F-06-04",,,,,,,,,,,"Description
Tompkins® JIC to Pipe Elbow, Series: 2501, 9/16-18 x 1/4-18 Nominal, 37 deg Male JIC x MNPT, 90 deg, Steel, Import
Standards/Approval:
MS 51504
SAE 070202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 deg,,,,,,,,,,6MJ-4MP90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,2501-06-04,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Male JIC x MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6MJ-4MP 90° Tube Fittings, JIC - SAE 2501-6-4 HYD ADPT  Y-2501-F-06-04",,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=6MJ-4MP90&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/8-18 x 1/2-14,,,,,,,,,1404,,,,$5.39,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/6MP-8FPX/TOMPKINS%2BINDUSTRIES%2BINC_6MP-8FPX%2BSTR.%2BPipe%2BAdapter%2BUnions%2B1404-6-8%2BHYD%2BADPT%2BY-1404-06-08,112,,Hydraulics,,,,,,,,,,,,6MP-8FPX STR. Pipe Adapter Unions 1404-6-8 HYD ADPT Y-1404-06-08,,,,,,,,,,,"Description
Tompkins® Pipe Adapter, Straight, Series: 1404, 3/8-18 x 1/2-14 Nominal, MNPT x Female Pipe Swivel, Steel, Import
Standards/Approval:
SAE 140130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6MP-8FPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,1404-06-08,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT x Female Pipe Swivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6MP-8FPX STR. Pipe Adapter Unions 1404-6-8 HYD ADPT Y-1404-06-08,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=6MP-8FPX&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-11-1/2,,,,,,,,,5502,,,,$8.87,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/16MP-16FP90/TOMPKINS%2BINDUSTRIES%2BINC_16MP-16FP%2B90%25C2%25B0%2BPipe%2BFittings%2B5502-16%2BHYD%2BADPT%2BFUI%2BY-5502-F-16-16,55,,Hydraulics,,,,,,,,,,,,16MP-16FP 90° Pipe Fittings 5502-16 HYD ADPT FUI Y-5502-F-16-16,,,,,,,,,,,"Description
Tompkins® Pipe Elbow, Series: 5502, 1-11-1/2 Nominal, MNPT x FNPT, 90 deg, Steel, Import
Standards/Approval:
SAE 140239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 deg,,,,,,,,,,16MP-16FP90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,5502-16-16,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT x FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16MP-16FP 90° Pipe Fittings 5502-16 HYD ADPT FUI Y-5502-F-16-16,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=16MP-16FP90&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1/2-14,,,,,,,,,5602,,,,$6.12,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/8MP-8FP-8FP/TOMPKINS%2BINDUSTRIES%2BINC_8MP-8FP-8FP%2BTEE%2BPipe%2BFittings%2B5602-8%2BHYD%2BADPT,60,,Hydraulics,,,,,,,,,,,,8MP-8FP-8FP TEE Pipe Fittings 5602-8 HYD ADPT,,,,,,,,,,,"Description
Tompkins® Street Pipe Tee, Series: 5602, 1/2-14 Nominal, MNPT x FNPT x FNPT, Steel, Import
Standards/Approval:
SAE 140424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MP-8FP-8FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,5602-08-08-08,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT x FNPT x FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8MP-8FP-8FP TEE Pipe Fittings 5602-8 HYD ADPT,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=8MP-8FP-8FP&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/4-14,,,,,,,,,1405,,,,$3.87,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/12FP-12FPX/TOMPKINS%2BINDUSTRIES%2BINC_12FP-12FPX%2BSTR.%2BPipe%2BAdapter%2BUnions%2B1405-12-12%2BHYD%2BADPT%2BY-1405-12-12,54,,Hydraulics,,,,,,,,,,,,12FP-12FPX STR. Pipe Adapter Unions 1405-12-12 HYD ADPT Y-1405-12-12,,,,,,,,,,,"Description
Tompkins® Pipe Adapter, Straight, Series: 1405, 3/4-14 Nominal, FNPT x Female Pipe Swivel, Steel, Import
Standards/Approval:
SAE 140131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12FP-12FPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,1405-12-12,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNPT x Female Pipe Swivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12FP-12FPX STR. Pipe Adapter Unions 1405-12-12 HYD ADPT Y-1405-12-12,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=12FP-12FPX&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/4-14,,,,,,,,,5605,,,,$8.03,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/12FP-12FP-12FP/TOMPKINS%2BINDUSTRIES%2BINC_12FP-12FP-12FP%2BTEE%2BPipe%2BFittings%2B5605-12%2BHYD%2BADPT%2BY-5605-F-12-12-12,59,,Hydraulics,,,,,,,,,,,,12FP-12FP-12FP TEE Pipe Fittings 5605-12 HYD ADPT Y-5605-F-12-12-12,,,,,,,,,,,"Description
Tompkins® Pipe Tee, Series: 5605, 3/4-14 Nominal, FNPT, Steel, Import
Standards/Approval:
SAE 140438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12FP-12FP-12FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,5605-12-12-12,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12FP-12FP-12FP TEE Pipe Fittings 5605-12 HYD ADPT Y-5605-F-12-12-12,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=12FP-12FP-12FP&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,7/8-14 x 1/2-14,,,,,,,,,6506,,,,$3.68,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/10FJX-8FP/TOMPKINS%2BINDUSTRIES%2BINC_10FJX-8FP%2BSTR.%2BAdjustable%2B%2526%2BO-Ring%2BFittings%2B6506-10-8%2BHYD%2BADPT%2BY-6506-10-08,46,,Hydraulics,,,,,,,,,,,,10FJX-8FP STR. Adjustable & O-Ring Fittings 6506-10-8 HYD ADPT Y-6506-10-08,,,,,,,,,,,"Description
Tompkins® JIC to Pipe Adapter, Straight, Series: 6506, 7/8-14 x 1/2-14 Nominal, 37 deg Female JIC Swivel x FNPT End Style, Steel, Import",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10FJX-8FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,Straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,6506-10-08,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Female JIC Swivel x FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10FJX-8FP STR. Adjustable & O-Ring Fittings 6506-10-8 HYD ADPT Y-6506-10-08,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=10FJX-8FP&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-5/16-12 x 1-11-1/2,,,,,,,,,2501,,,,$6.72,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/16MJ-16MP90/TOMPKINS%2BINDUSTRIES%2BINC_16MJ-16MP%2B90%25C2%25B0%2BTube%2BFittings%252C%2BJIC%2B-%2BSAE%2B2501-16-16%2BHYD%2BADPT%2BY-2501-F-16-16,49,,Hydraulics,,,,,,,,,,,,"16MJ-16MP 90° Tube Fittings, JIC - SAE 2501-16-16 HYD ADPT Y-2501-F-16-16",,,,,,,,,,,"Description
Tompkins® JIC to Pipe Elbow, Series: 2501, 1-5/16-12 x 1-11-1/2 Nominal, 37 deg Male JIC x MNPT, 90 deg, Steel, Import
Standards/Approval:
MS 51504
SAE 070202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 deg,,,,,,,,,,16MJ-16MP90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMPKINS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,2501-16-16,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 deg Male JIC x MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16MJ-16MP 90° Tube Fittings, JIC - SAE 2501-16-16 HYD ADPT Y-2501-F-16-16",,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=16MJ-16MP90&mdx=300,,,,,,,,,,,,,
