Capacity,Bundle Diameter,Thread Size,Number of Knockouts,Adhesive Material,Color Rendering Index (CRI),Number of Ports,Nominal Discharge Current,Lamp Type,Hub Diameter,Cable Type,Tube Size,Timing Range,Operating Cycles,Number of Lamps,Number of Wires,Roll Length,Manufacturer,Interrupt Rating,Point Size,Box Type,Family,Dimmable,Temperature Range,Cutout,Enclosure,Head Type,Lamp Base,Cord Size,Wall Thickness,Cord Length,Tab Size,Beam Type,Display Type,Packaging Type,Minimum Operating Temperature,Feed Type,Point Type,Thread Type,Designation,Gauge Thickness,Fixture Wattage,Tungsten Rating,Pressure Rating,Color Temperature,Short Circuit Current Rating,TYPE,Tap Quantity,Number of Jaws,Slot Spacing,Drive Type,Nominal Size,Dimensions,Jacket Material,Trip Type,Hub Size,Plug Type,Environmental Conditions,Mounting Orientation,Roll Width,Humidity Range,Tensile Strength,Schedule Rating,End Style,Number of Conductors,Stages Heat,Horsepower,Composition,Adhesion Strength,Overall Length,Total Harmonic Distortion,Cover Type,Barrel Type,Number of Heads,Drive Size,Grade,Series,Duct Diameter,Specific Gravity,Housing Width,Length,Type,Flange Width,Price,Outside Diameter,Minimum Starting Temperature,Voltage Rating,Fixture Type,Knockout Size,Tongue Size,Supplier,Actuator,Power Source,Hole Size,Grille Length,Hex Size,Motion Sensing,Gauge,Tap Size,Stud Size,Bar Length,Conductor Size,UPC,Light Color,Start Type,Container Size,Electrical Ratings,Pipe Size,Specifications,Standard Pack,Lock Mechanism,Wire Type,Light Output,Cable Size,Action,Number of Hubs,Number of Gangs,Size,Module Type,Flange Thickness,Rod Size,Spring Type,Sensor Type,Grit,Housing Height,Bolt Hole Size,Contact Configuration,Wire Size,Fan Motor Wattage,Orientation,Number of Cables,Strands,Number of Outlets,Maximum Operating Temperature,Average Life,Stages Cool,Enclosure Type,Mounting Type,Cable Openings,Material Type,Conductor Material,Receptacle Type,url,On Hand,Method of Manufacture,Resistance,Fitting/Connector Type,Operational Mode,Current/Amps,Category,AC Cable Size,Actuator Type,Insulation Material,Color,Air Flow Rate,Housing Material,Core Diameter,Sones,Specifications Met,Grille Material,Ballast Type,Nipple Type,Slot Size,Ballast Factor,Phase,Number of Poles,NEMA Rating,Trade Size,Power Rating,Insulated/Non-Insulated,Head Size,Contact Form,Lumens,Seal Material,Bolt Circle Diameter,Connection Type,Number of Holes,Angle,Suitable For Use With,Description,Flexibility,Frequency Rating,Coil Voltage,Construction,Main/Run Size,Conductor Type,Title,Legend Color,Diameter,Number of Pieces,Ceiling Opening,Control Range,Flow Rate,Number of Stages,Staple Size,Terminal Type,Operation Mode,Cable Tap,Supplemental Files,Number of Bolt Holes,Recommended Torque,Housing Length,Humidity Sensing,Backing Material,Ballast Load,Terminal Designations,Insulated,Lamp Base Type,Wattage,KSCdirect Part #,Container Type,Cord Diameter,Legend,Thickness,Maximum Steady Load,Depth,Details,Insulation Type,Average Ft,Bend Radius,Length Through Hub,Pressure Class,Connector Type,Cleat Type,Sensitivity,Bar Width,Coating Thickness,Domestic/Import,Differential,Incandescent Equivalent,Inside Diameter,Flammability Rating,Radius,End Connection Type,Measurement System,Mounting,Shell Style,Lamp Wattage,Barrel Size,Peak Surge Current,image,Insulation,Grille Width,Finish,MFG Part #,Abrasive Material,Liner Material,Time Setting,Diameter - Thread Size,Amperage Rating,Lamp Finish,Width,Shape,Jacket Color,Height,Form,Load Capacity,Contact Rating,Hub Type,Control,Housing Finish,Run Size,Flash Point,Dielectric Strength,Cable Entry Size,Material,Fan Switching,Temperature Rating,Thermostat Type,Working Pressure,Class,Lighting Technology,Power Factor,Connection,Odor/Scent,Conduit Size
,,,,,,,,,,,,,,,,,Mueller Streamline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 x 3/8 x 1/8 in,1.18 in L x 0.55 in W x 0.89 in H,,,,,,,,,,,Solder Female,,,,,,,,,,,,,,,,,,,,$11.09,,,,,,,Mueller Streamline,,,,,,,,,,,,685768213604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/MUE%2BW%2B40350/Mueller%2BStreamline_3%252F8%2BC%2BX%2B3%252F8%2BC%2BX%2B1%252F8%2BC%2BTE,975,,,Tee,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 C X 3/8 C X 1/8 C TE,,,,,,,3/8 C X 3/8 C X 1/8 C TE,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7087660,,,,,,,,,,,MUE W 40350,,,,,,,"Description
Streamline® Reducing Tee, Tee Fitting/Connector, 3/8 x 3/8 x 1/8 in Nominal, Solder Female End Style, Wrot Copper, 1.18 in L x 0.55 in W x 0.89 in H Dimensions, Domestic/Import: Domestic
Features:
Constructed of high-grade copper material
Wrot style number - WT-600R
Applications:
Above-Ground Potable Water Supply System
Standards/Approval:
ASME B16.15/B16.18/B16.22/B16.24/B16.50/B16.20.1
NSF 61G",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=MUE%20W%2040350&mdx=300,,,,W 40350,,,,,,,,,,,,,,,,,,,,,Wrot Copper,,,,,,,,,,
,,,,,,,,,,,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in,1.12 in OD,,,,,,,,,,,FNPT,,,,,,,,,,,,,FIG 2117,,,,1.88 in,,,$2.76,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,69029108884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/COUP%2B3000%2BSCR%2B1%252F2/ASC%2BEngineered%2BSolutions_1%252F2%2B3000%2523%2BFS%2BSCREWED%2BCOUP,380,Forged,,Coupling,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 3000# FS SCREWED COUP,,,,,,,1/2 3000# FS SCREWED COUP,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4129670,,,,,,,,,,,COUP 3000 SCR 1/2,,,,,,,"Description
Anvil® Pipe Coupling, Series: FIG 2117, Fitting/Connector Type: Coupling, 1/2 in Nominal, FNPT, 1.88 in Length, 3000 lb, Forged, Steel, Black Oxide, 1.12 in OD, Domestic
Features:
3000# Forged Steel High Pressure Fitting
Standards/Approval:
ASME B16.11
FM Approved
IAPMO Listed
UL/ULC Listed",,,,,3000 lb,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=COUP%203000%20SCR%201%2F2&mdx=300,,,Black Oxide,0361155609,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 in,,,,,,,,,,,,,,,,,,,,,,,,,FIG AS 1100,,,,,,,$2.13,1.05 in,,,,,,ASC Engineered Solutions,,,,,,,,,,,,69029138312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/GRI%2BAS1100%2B3%252F4/ASC%2BEngineered%2BSolutions_3%252F4%2BAS1100-AS%2BRIDGID%2BPIPE%2BCLAMP,737,,,,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 AS1100-AS RIDGID PIPE CLAMP,,,,,,,3/4 AS1100-AS RIDGID PIPE CLAMP,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4127018,,,,,,,,,,,GRI AS1100 3/4,,,,0.075 in,,,"Description
Anvil-Strut™ Pipe Clamp, Series: FIG AS 1100, 3/4 in Nominal, 650 lb, 1.05 in Outside Dia, 0.075 in Thickness, Steel, Electro-Galvanized, Domestic
Features:
Anvil-Strut Pipe Clamps are all manufactured to fit into the standard openings of 1-5/8"" channel to support runs of piping where desired, to secure the pipe in place.
100 lb slip along load
100 lb slip thru load
16/14 ga plated steel",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=GRI%20AS1100%203%2F4&mdx=300,,,Electro-Galvanized,2400326043,,,,,,,,,,,,650 lb,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,7.56 in,,,,,,,,WELDBEND CORP,,,,,,,,,,,,,,,,,,,,,,,,,,285 psig,,,,,,,,6 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raised Face,,$53.91,11 in,,,,,,WELDBEND CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8 in,,,,,,,,,,,,,,,,,https://kscdirect.com/item/FLG%2B150%2BRFSO%2B6/WELDBEND%2BCORP_6%2BCLS%2B150%2BRF%2BSLIP%2BON%2BFLANGE,100,,,,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,9-1/2 in,,,,,6 CLS 150 RF SLIP ON FLANGE,,,,,,,6 CLS 150 RF SLIP ON FLANGE,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7864078,8,,,,,,,,,,FLG 150 RFSO 6,,,,0.94 in,,,"Description
Weldbend® Slip-On Flange, Raised Face, 6 in Nominal, 6.72 in Inside Dia, 0.94 in Thickness, 9-1/2 in Bolt Circle, 8 Bolt Holes, 7/8 in, 11 in Outside Dia, 285 psig, 150 lb, -20 to 100 deg F, 7.56 in Hub Dia, 1-1/2 in Length Through Hub, Forged Carbon Steel, Domestic
Features:
Class 150 flanges do not have a counter bore
Standards/Approval:
ASME SA105/B16.5
ASTM A105
Warranty:
1 Year Limited",,,,1-1/2 in,150 lb,,,,,,Domestic,,,6.72 in,,,,,,,,,,,,,,105110060000,,,,,,,,,,,,,,,,,,,,,Forged Carbon Steel,,-20 to 100 deg F,,,,,,,,
,,,,,,,,,,,,,,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in,1.03 in OD,,,,,,,,,,,FNPT,,,,,,,,,,,,,,,,,0.7 in,KI Pattern,,$1.55,,,,,,,Merit Brass Company,,,,,,,,,,,,671404142445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/COUP%2BHALF%2B304%2B1%252F2/Merit%2BBrass%2BCompany_1%252F2%2BTYPE%2B304%2BSS%2BHALF%2BCOUP,679,,,Coupling,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 TYPE 304 SS HALF COUP,,,,,,,1/2 TYPE 304 SS HALF COUP,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5767371,,,,,,,,,,,COUP HALF 304 1/2,,,,,,,"Description
Merit Brass Half Coupling, KI Pattern, Fitting/Connector Type: Coupling, 1/2 in Nominal, FNPT, 0.7 in Length, 150 lb Pressure Class, 304/304L Stainless Steel, 100 deg F, 1.03 in OD, Import
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,,,150 lb,,,,,,Import,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=COUP%20HALF%20304%201%2F2&mdx=300,,,,KP411H-08,,,,,,,,,,,,,,,,,,,,,304/304L Stainless Steel,,100 deg F,,,,,,,,
,,,,,,,,,,,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 3/4 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hex Head,,$10.09,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,69029134753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/BUSH%2BBLK%2B2X3%252F4/ASC%2BEngineered%2BSolutions_2%2BX%2B3%252F4%2BBLK%2BCI%2B125%2523%2BHEX%2BBUSHING,96,,,Bushing,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 X 3/4 BLK CI 125# HEX BUSHING,,,,,,,2 X 3/4 BLK CI 125# HEX BUSHING,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4210426,,,,,,,,,,,BUSH BLK 2X3/4,,,,,,,"Description
Anvil® Pipe Bushing, Hex Head, Fitting/Connector Type: Bushing, 2 x 3/4 in Nominal, Cast Iron, Black Oxide, Domestic
Features:
Anvil standard and extra heavy cast iron threaded fittings are manufactured in accordance with ASME-B16.4 (except plugs and bushings, ASME B16.14).",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=BUSH%20BLK%202X3%2F4&mdx=300,,,Black Oxide,0318907805,,,,,,,,,,,,,,,,,,,,,Cast Iron,,,,,,,,,,
,,,,,,,,,,,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 in,,,,,,,,,,,SCH 80/XH,,,,,,,,,,,,,,,,,,3 in,,,$6.78,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,64444401179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/NIP%2BXH%2B1X3/ASC%2BEngineered%2BSolutions_1%2BX%2B3%2BSCH80%2BBLK%2BPIPE%2BNIPPLE,153,,,,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 X 3 SCH80 BLK PIPE NIPPLE,,,,,,,1 X 3 SCH80 BLK PIPE NIPPLE,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4177937,,,,,,,,,,,NIP XH 1X3,,,,,,,"Description
Anvil® Pipe Nipple, 1 in Nominal Size, 3 in Length, SCH 80/XH, Steel, Black, Domestic
Features:
ASTM A-53 Welded Steel Pipe Material",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20XH%201X3&mdx=300,,,Black,1X3XBN,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIG 69,,,,,Adjustable,,$1.02,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,69029191780,,,,,1/2 to 1 in,,,,,,,,,,,,,3/8 in,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/GRI%2B69%2B1%252F2-1/ASC%2BEngineered%2BSolutions_1%252F2-1%2B69%2BGALV%2BADJUSTABLE%2BBAND%2BHANGER,690,,,,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2-1 69 GALV ADJUSTABLE BAND HANGER,,,,,,,1/2-1 69 GALV ADJUSTABLE BAND HANGER,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4201631,,,,,,,,,,,GRI 69 1/2-1,,,,,,,"Description
Anvil® Swivel Ring, Adjustable, Series: FIG 69, 1/2 to 1 in Pipe, 300 lb, 3/8 in Rod, 650 deg F, Carbon Steel, Pre-Galvanized Zinc, Domestic
Features:
Knurled swivel nut provides vertical adjustment after piping is in place.
Threads are countersunk so that they cannot become burred or damaged
Knurled swivel nut provides vertical adjustment after piping is in place
Captured swivel nut in the 1/2 through 6 in sizes
The capture is permanent in the bottom portion of the band, allowing the hanger to be opened during installation if desired, but not allowing the nut to fall completely out
Pre-galvanized zinc strap
Zinc plated nut
Applications:
For suspension of non-insulated stationary pipe lines
Standards/Approval:
ANSI/MSS SP-69/SP-58
cULus Listed
FM Approved",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=GRI%2069%201%2F2-1&mdx=300,,,Pre-Galvanized Zinc,0500301692,,,,,,,,,,,,300 lb,,,,,,,,,Carbon Steel,,650 deg F,,,,,,,,
,,,,,,,,,,,,,,,,,Mueller Streamline,,,,,,,,,,,,,,,,,,,,,,,,,,700 psi,,,,,,,,3/8 in,,,,,,,,,,,,Fitting x C,,,,,,,,,,,,,,,,,,Short Radius,,$4.23,,,,,,,Mueller Streamline,,,,,,,,,,,,685768208860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/MUE%2BW%2B02321/Mueller%2BStreamline_3%252F8%2BFTG%2BX%2BC%2BSR%2B90%2BELL,1450,,,90 deg Elbow,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 FTG X C SR 90 ELL,,,,,,,3/8 FTG X C SR 90 ELL,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7051159,,,,,,,,,,,MUE W 02321,,,,,,,"Description
Streamline® Street Elbow, Short Radius, Fitting/Connector Type: 90 deg Elbow, 3/8 in Nominal, Fitting x C, 700 psi, Copper, Domestic
Features:
Constructed of wrot copper or bronze materials
Applications:
Above-Ground Potable Water Supply Systems
Standards/Approval:
ASME B16.15/B16.18/B16.22/B16.24/B16.50/B1.20.1
NSF 61-G",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=MUE%20W%2002321&mdx=300,,,,W 02321,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,
,,,,,,,,,,,,,,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/4 in,,,,,,,,,,,SCH 40/STD,MNPT,,,,,,,,,,,,,,,,,Close,,,$3.69,,,,,,,Merit Brass Company,,,,,,,,,,,,671404027582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/NIP%2B304%2B1-1%252F4XCL/Merit%2BBrass%2BCompany_1-1%252F4%2BX%2BCL%2BSCH%2B40%2BTYPE%2B304%2BSS%2BNIPPLE,260,Welded,,,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/4 X CL SCH 40 TYPE 304 SS NIPPLE,,,,,,,1-1/4 X CL SCH 40 TYPE 304 SS NIPPLE,,,,,,,,,,,,,,,,,,,,,,,NIP 304 1-1/4XCL,,,,,,,"Description
Merit Brass Pipe Nipple, 1-1/4 in Nominal, MNPT, Close Length, SCH 40/STD, Welded, 304L Stainless Steel, Domestic
Standards/Approval:
ANSI B1.20.1
ASTM A312/SA312/A733",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20304%201-1%2F4XCL&mdx=300,,,,4020-001,,,,,,,,,,,,,,,,,,,,,304L Stainless Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 x 2 in,,,,,,,,,,,SCH 40/STD,Spigot x Socket,,,,,,,,,,,,,,,,,2-7/32 in,,,$5.56,,,,,,,Spears,,,,,,,,,,,,054211163177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SPE%2B437-338/Spears_3%2BX%2B2%2BPVC-40%2BBUSHING%2BS%2BX%2BS,131,Molded,,Bushing,,,Piping & Fittings,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,3 X 2 PVC-40 BUSHING S X S,,,,,,,3 X 2 PVC-40 BUSHING S X S,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5473545,,,,,,,,,,,SPE 437-338,,,,,,,"Description
Spears® 437-338, Bushing Fitting/Connector, 3 x 2 in Nominal, Spigot x Socket End Style, 2-7/32 in Length, SCH 40 Schedule, Molded Method of Manufacture, PVC, White, 140 deg F, Domestic/Import: Domestic
Features:
Exceptional chemical and corrosion resistance
High temperature ratings
Lower installation costs
Higher flow capacity
Additional fabricated configurations through 36 in
Advanced design specialty fittings
Standards/Approval:
ASTM D1784
ASTM D2466
NSF Approved",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20437-338&mdx=300,,,,437-338,,,,,,,,,,,,,,,,,,,,,PVC,,140 deg F,,,,,,,,
,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,150 psi,,,,,,,,4 in,,,,,,,,,,,SCH 80/XH,Socket,,,,,,,,,,,,,,,,,,Standard,,$27.19,,,,,,,Spears,,,,,,,,,,,,054211193136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SPE%2B806-040/Spears_4%2BPVC-80%2B90%2BELL%2BS%2BX%2BS,140,Molded,,90 deg Elbow,,,Piping & Fittings,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,4 PVC-80 90 ELL S X S,,,,,,,4 PVC-80 90 ELL S X S,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5510517,,,,,,,,,,,SPE 806-040,,,,,,,"Description
Spears® 806-040, Standard, 90 deg Elbow Fitting/Connector, 4 in Nominal, Socket End Style, SCH 80 Schedule, 150 psi Pressure, Molded Method of Manufacture, PVC, Gray, 73 deg F, Domestic/Import: Domestic
Standards/Approval:
ASTM D1784
ASTM D1785
ASTM D2464
ASTM D2467
NSF Approved",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20806-040&mdx=300,,,,806-040,,,,,,,,,,,,,,,,,,,,,PVC,,73 deg F,,,,,,,,
,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 1-1/2 in,,,,,,,,,,,SCH 40/STD,Spigot x Socket,,,,,,,,,,,,,,,,,1-9/16 in,,,$2.35,,,,,,,Spears,,,,,,,,,,,,054211163016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SPE%2B437-251/Spears_2%2BX%2B1-1%252F2%2BPVC40%2BBUSHING%2BSXS,292,Molded,,Bushing,,,Piping & Fittings,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,2 X 1-1/2 PVC40 BUSHING SXS,,,,,,,2 X 1-1/2 PVC40 BUSHING SXS,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5567375,,,,,,,,,,,SPE 437-251,,,,,,,"Description
Spears® 437-251, Bushing Fitting/Connector, 2 x 1-1/2 in Nominal, Spigot x Socket End Style, 1-9/16 in Length, SCH 40 Schedule, Molded Method of Manufacture, PVC, White, 140 deg F, Domestic/Import: Domestic
Features:
Exceptional chemical and corrosion resistance
High temperature ratings
Lower installation costs
Higher flow capacity
Additional fabricated configurations through 36 in
Advanced design specialty fittings
Standards/Approval:
ASTM D1784
ASTM D2466
NSF Approved",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20437-251&mdx=300,,,,437-251,,,,,,,,,,,,,,,,,,,,,PVC,,140 deg F,,,,,,,,
,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 in,,,,,,,,,,,,MNPT,,,,,,,,,,,,,P106,,,,1-23/32 in,,,$4.74,,,,,,,Spears,,,,,,,,,,,,054211170915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/PLUG%2BPVCD%2B3/Spears_3%2BPVC-DWV%2BTHREADED%2BPLUG%2BP106-030,109,Molded,,Plug,,,Piping & Fittings,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,3 PVC-DWV THREADED PLUG P106-030,,,,,,,3 PVC-DWV THREADED PLUG P106-030,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5491234,,,,,,,,,,,PLUG PVCD 3,,,,,,,"Description
Spears® P106-030, P106, Plug Fitting/Connector, 3 in Nominal, MNPT End Style, 1-23/32 in Length, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF Approved",,,,,,,,,,,Domestic,,,,,,,,,,,,,,,,,P106-030,,,,,,,,,,,,,,,,,,,,,PVC,,,,,,,,,,
,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,270 psi,,,,,,,,1 in,,,,,,,,,,,,Insert,,,,,,,,,,,,,,,,,3-3/16 in,Standard,,$1.22,,,,,,,Spears,,,,,,,,,,,,054211159798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SPE%2B1429-010/Spears_1%2BINSERT%2BCOUP%2B%2528INS%2BX%2BINS,502,Molded,,Coupling,,,Piping & Fittings,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,1 INSERT COUP (INS X INS,,,,,,,1 INSERT COUP (INS X INS,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5532646,,,,,,,,,,,SPE 1429-010,,,,,,,"Description
Spears® Coupling, Standard, Fitting/Connector Type: Coupling, 1 in Nominal, Insert, 3-3/16 in Length, 270 psi, Molded, PVC, Gray, 140 deg F, Domestic
Features:
PVC insert fitting for poly pipe
Standards/Approval:
ASTM D-1784
ASTM D-2609
ASTM D-2239
NSF Approved",,,,,,,,,,,Domestic,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%201429-010&mdx=300,,,,1429-010,,,,,,,,,,,,,,,,,,,,,PVC,,140 deg F,,,,,,,,
,,1/4-20,,,,,,,,,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIG AS TG,,,,,,,$4.58,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,69029123828,,,,,,1/4 in THK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/GRI%2BPSTG%2B1%252F4/ASC%2BEngineered%2BSolutions_1%252F4%2BPSTG%2BPLTD%2BTWIRL%2BNUT,582,,,,,,Piping & Fittings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Anvil-Strut™ Channels,1/4 PSTG PLTD TWIRL NUT,,,,,,,1/4 PSTG PLTD TWIRL NUT,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4111847,,,,,,,,,,,GRI PSTG 1/4,,,,,,,"Description
Anvil-Strut™ Top Grip Nut, Series: FIG AS TG, 1/4-20 Thread, 1/4 in THK, For Use With: All Anvil-Strut™ Channels, Mild Steel, Electro-Galvanized
Features:
Anvil-Strut Hardware, when used in conjunction with Anvil-Strut Channel and Nuts, provides a superior grip between channels and fittings.
Standards/Approval:
ASTM B-633
ASTM A-576 GR1015",,,,,,,,,,,,,,,,,,,,,,,,,,,Electro-Galvanized,2400205361,,,,,,,,,,,,,,,,,,,,,Mild Steel,,,,,,,,,,
